LRID	Ligand_geneid	Ligand_Uniprot	ligand_symbol	Receptor_geneid	Receptor_Uniprot	Receptor_symbol	PMID	Database
LRH6792	8743	P50591	TNFSF10	8797	O00220	TNFRSF10A	20103630;19427028;9613612;14585074;9311998;9325248;9314565;12628743;10549288;9242610;9430226;15538968;10894160;9082980;11239407;10894161;15766588	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH3223	943	P28908	TNFRSF8	1826	O60469	DSCAM	32822567	Cellinker;OmniPath
LRH3352	943	P28908	TNFRSF8	28514	O00548	DLL1	32822567	Cellinker;OmniPath
LRH3215	8771	O95407	TNFRSF6B	89790	Q96LC7	SIGLEC10	32822567	Cellinker;OmniPath
LRH5399	8771	O95407	TNFRSF6B	356	P48023	FASLG	11994433;14697332;9872321;10318773	CellPhoneDB;HPMR;OmniPath
LRH3532	608	Q02223	TNFRSF17	257194	Q7Z3B1	NEGR1	32589946	Cellinker;OmniPath
LRH3584	608	Q02223	TNFRSF17	50863	Q9P121	NTM	32589946	Cellinker;OmniPath
LRH3624	608	Q02223	TNFRSF17	342510	Q496F6	CD300E	32589946	Cellinker;OmniPath
LRH3715	608	Q02223	TNFRSF17	4063	Q9HBG7	LY9	32589946	Cellinker;OmniPath
LRH3825	8764	Q92956	TNFRSF14	145581	Q96NI6	LRFN5	32589946	Cellinker;OmniPath
LRH3121	115650	Q96RJ3	TNFRSF13C	10288	Q8N423	LILRB2	32822567	Cellinker;OmniPath
LRH3180	51330	Q9NP84	TNFRSF12A	10990	O75023	LILRB5	32822567	Cellinker;OmniPath
LRH3220	51330	Q9NP84	TNFRSF12A	11024	O75019	LILRA1	32822567	Cellinker;OmniPath
LRH3281	51330	Q9NP84	TNFRSF12A	79168	Q6PI73	LILRA6	32822567	Cellinker;OmniPath
LRH3344	51330	Q9NP84	TNFRSF12A	102725035	O75022	LILRB3	32822567	Cellinker;OmniPath
LRH3382	51330	Q9NP84	TNFRSF12A	11026	Q8N6C8	LILRA3	32822567	Cellinker;OmniPath
LRH3429	51330	Q9NP84	TNFRSF12A	57292	Q8N109	KIR2DL5A	32822567	Cellinker;OmniPath
LRH4149	51330	Q9NP84	TNFRSF12A	2260	P11362	FGFR1	24571920	Cellinker;OmniPath
LRH3457	4982	O00300	TNFRSF11B	9379	P58401	NRX2B	32589946	Cellinker;OmniPath
LRH3461	4982	O00300	TNFRSF11B	56135	Q9H158	PCDHAC1	32589946	Cellinker;OmniPath
LRH3519	4982	O00300	TNFRSF11B	10082	Q9Y625	GPC6	32589946	Cellinker;OmniPath
LRH3593	4982	O00300	TNFRSF11B	9379	Q9P2S2	NRX2A	32589946	Cellinker;OmniPath
LRH3600	4982	O00300	TNFRSF11B	8829	O14786	NRP1	32589946	Cellinker;OmniPath
LRH3621	4982	O00300	TNFRSF11B	9369	Q9Y4C0	NRX3A	32589946	Cellinker;OmniPath
LRH3685	4982	O00300	TNFRSF11B	145407	Q86TY3	ARMH4	32589946	Cellinker;OmniPath
LRH3772	4982	O00300	TNFRSF11B	9369	Q9HDB5	NRX3B	32589946	Cellinker;OmniPath
LRH3822	4982	O00300	TNFRSF11B	59272	Q9BYF1	ACE2	32589946	Cellinker;OmniPath
LRH3500	8792	Q9Y6Q6	TNFRSF11A	59272	Q9BYF1	ACE2	32589946	Cellinker;OmniPath
LRH3642	8792	Q9Y6Q6	TNFRSF11A	80380	Q9BQ51	PDCD1LG2	32589946	Cellinker;OmniPath
LRH3318	8794	O14798	TNFRSF10C	26762	Q96D42	HAVCR1	32822567	Cellinker;OmniPath
LRH0088	7124	P01375	TNF	8737	Q13546	RIPK1	28842570;28506461;12887920	CellPhoneDB;CellTalkDB;SingleCellSignalR;OmniPath
LRH1049	7124	P01375	TNF	8717	Q15628	TRADD	15485837;32196115;19287455;12887920	CellTalkDB;SingleCellSignalR;OmniPath
LRH1922	7124	P01375	TNF	64115	Q9H7M9	VSIR	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1923	7124	P01375	TNF	355	P25445	FAS	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1933	7124	P01375	TNF	2324	P35916	FLT4	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1950	7124	P01375	TNF	1952	Q9HCU4	CELSR2	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1955	7124	P01375	TNF	5802	Q13332	PTPRS	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1960	7124	P01375	TNF	4851	P46531	NOTCH1	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1963	7124	P01375	TNF	2867	O15552	FFAR2	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH1970	7124	P01375	TNF	29851	Q9Y6W8	ICOS	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH2460	7124	P01375	TNF	7226	O94759	TRPM2	16306129	CellTalkDB;OmniPath
LRH5573	7124	P01375	TNF	27242	O75509	TNFRSF21	9714541	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5891	7124	P01375	TNF	4055	P36941	LTBR	24636534;8171323	iTALK;talklr;OmniPath
LRH5995	7124	P01375	TNF	7133	P20333	TNFRSF1B	24070898;1655744;19084540;8590321;1310388;15450251;11448951;19287455;2172983;9568681;14743216;8182064;7852363;11239407;7930591;7966397;8805640;17151142;9488135;1328224;15485837;12040173;7664431;2158863;14732063	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH6333	7124	P01375	TNF	7186	Q12933	TRAF2	19336568;15485837;18981220;25134449;23612498;19287455;12887920;27098354;21119000	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRH6926	7124	P01375	TNF	7132	P19438	TNFRSF1A	19442713;24070898;2170974;19084540;24726327;22028622;22801493;25911380;11502070;1310388;22675546;2848815;20103630;26186194;11448951;19287455;23955153;20080539;9568681;3034874;23746843;1331108;21133840;8288897;14743216;23032187;7852363;10634209;8182064;23070005;24980434;11239407;2170559;8805640;21724995;17151142;18067990;9488135;15485837;27560715;12753742;2158863;14732063;22099304;12887920;25241761;26670046	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH7244	7124	P01375	TNF	115584	Q8WWX8	SLC5A11		SingleCellSignalR;iTALK;talklr;OmniPath
LRH7822	7124	P01375	TNF	54910	Q9C0C4	SEMA4C		CellPhoneDB;OmniPath
LRH0680	3371	P24821	TNC	3690	P05106	ITGB3	9314546	CellTalkDB;SingleCellSignalR;connectomeDB2020;OmniPath
LRH0938	3371	P24821	TNC	3678	P08648	ITGA5	9314546	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRH1092	3371	P24821	TNC	3685	P06756	ITGAV	32196115;9314546	CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRH1384	3371	P24821	TNC	6382	P18827	SDC1	32196115	CellChatDB;CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH1621	3371	P24821	TNC	3680	Q13797	ITGA9	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH2330	3371	P24821	TNC	6385	P31431	SDC4	19723805	CellChatDB;CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH2565	3371	P24821	TNC	3688	P05556	ITGB1	14715956	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2566	3371	P24821	TNC	3679	Q13683	ITGA7	14715956	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2722	3371	P24821	TNC	5787	P23467	PTPRB	11313993	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5912	3371	P24821	TNC	3685_3694	P06756_P18564	ITGAV_ITGB6	23958855	CellChatDB;CellPhoneDB;OmniPath
LRH5973	3371	P24821	TNC	5803	P23471	PTPRZ1	20689858	SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRH6052	3371	P24821	TNC	3688_8516	P05556_P53708	ITGA8_ITGB1	7559467;16988024	CellChatDB;CellPhoneDB;OmniPath
LRH6065	3371	P24821	TNC	3688_3680	P05556_Q13797	ITGA9_ITGB1	14715956;24241034;16988024	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH6090	3371	P24821	TNC	3690_3685	P05106_P06756	ITGAV_ITGB3	16988024	CellChatDB;CellPhoneDB;OmniPath
LRH6546	3371	P24821	TNC	1956	P00533	EGFR	11470832	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6894	3371	P24821	TNC	1272	Q12860	CNTN1	10103110	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH7106	3371	P24821	TNC	3694	P18564	ITGB6		CellTalkDB;SingleCellSignalR;OmniPath
LRH7251	3371	P24821	TNC	3673	P17301	ITGA2		CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH7366	3371	P24821	TNC	8516	P53708	ITGA8		CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH7441	3371	P24821	TNC	3690_3674	P05106_P08514	ITGA2B_ITGB3		CellChatDB;OmniPath
LRH7550	3371	P24821	TNC	4907	P21589	NT5E		SingleCellSignalR;iTALK;talklr;OmniPath
LRH4384	7097	O60603	TLR2	929	P08571	CD14	10395652;22329401;11986301;18765807	Cellinker;OmniPath
LRH4504	7097	O60603	TLR2	948	P16671	CD36	19471024	Cellinker;OmniPath
LRH6951	7094	Q9Y490	TLN1	3693	P18084	ITGB5	32196115;12606711;22025551;19118207	CellTalkDB;SingleCellSignalR;OmniPath
LRH6963	7094	Q9Y490	TLN1	3690	P05106	ITGB3	20739287;18156175;10497223;19118207;9065427;32196115;16546176;17218263;12606711;11932255;12535520	CellTalkDB;SingleCellSignalR;OmniPath
LRH4817	27134	O95049	TJP3	50848	Q9Y624	F11R	11689568	Cellinker;OmniPath
LRH4925	27134	O95049	TJP3	9076	O95832	CLDN1	10601346;11689568	Cellinker;OmniPath
LRH4928	27134	O95049	TJP3	9074	P56747	CLDN6	10601346	Cellinker;OmniPath
LRH4930	27134	O95049	TJP3	1365	O15551	CLDN3	10601346	Cellinker;OmniPath
LRH4931	27134	O95049	TJP3	9073	P56748	CLDN8	10601346	Cellinker;OmniPath
LRH4936	27134	O95049	TJP3	1366	O95471	CLDN7	10601346	Cellinker;OmniPath
LRH4937	27134	O95049	TJP3	9075	P57739	CLDN2	10601346	Cellinker;OmniPath
LRH4939	27134	O95049	TJP3	1364	O14493	CLDN4	10601346	Cellinker;OmniPath
LRH4940	27134	O95049	TJP3	7122	O00501	CLDN5	10601346	Cellinker;OmniPath
LRH4926	9414	Q9UDY2	TJP2	9076	O95832	CLDN1	10601346;11689568	Cellinker;OmniPath
LRH4929	9414	Q9UDY2	TJP2	9074	P56747	CLDN6	10601346	Cellinker;OmniPath
LRH4932	9414	Q9UDY2	TJP2	1364	O14493	CLDN4	10601346	Cellinker;OmniPath
LRH4933	9414	Q9UDY2	TJP2	1365	O15551	CLDN3	10601346	Cellinker;OmniPath
LRH4934	9414	Q9UDY2	TJP2	9073	P56748	CLDN8	10601346	Cellinker;OmniPath
LRH4935	9414	Q9UDY2	TJP2	7122	O00501	CLDN5	10601346	Cellinker;OmniPath
LRH4938	9414	Q9UDY2	TJP2	9075	P57739	CLDN2	10601346	Cellinker;OmniPath
LRH4941	9414	Q9UDY2	TJP2	1366	O95471	CLDN7	10601346	Cellinker;OmniPath
LRH4141	7082	Q07157	TJP1	1080	P13569	CFTR	25107366	Cellinker;OmniPath
LRH4577	7082	Q07157	TJP1	58494	P57087	JAM2	12953056;17916321	Cellinker;OmniPath
LRH4578	7082	Q07157	TJP1	83700	Q9BX67	JAM3	12953056;17916321	Cellinker;OmniPath
LRH4890	7082	Q07157	TJP1	50848	Q9Y624	F11R	11489913;17916321;10877843;10856295	Cellinker;OmniPath
LRH4919	7082	Q07157	TJP1	1366	O95471	CLDN7	10601346	Cellinker;OmniPath
LRH4920	7082	Q07157	TJP1	1365	O15551	CLDN3	10601346	Cellinker;OmniPath
LRH4921	7082	Q07157	TJP1	9075	P57739	CLDN2	10601346	Cellinker;OmniPath
LRH4922	7082	Q07157	TJP1	9074	P56747	CLDN6	10601346	Cellinker;OmniPath
LRH4923	7082	Q07157	TJP1	7122	O00501	CLDN5	10601346	Cellinker;OmniPath
LRH4924	7082	Q07157	TJP1	1364	O14493	CLDN4	10601346	Cellinker;OmniPath
LRH4927	7082	Q07157	TJP1	9076	O95832	CLDN1	10601346;11689568	Cellinker;OmniPath
LRH5528	7082	Q07157	TJP1	9073	P56748	CLDN8	10601346;31262043	Cellinker;OmniPath
LRH2366	7078	P35625	TIMP3	186	P50052	AGTR2	18344519	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2559	7078	P35625	TIMP3	960	P16070	CD44	14871815	CellTalkDB;OmniPath
LRH2735	7078	P35625	TIMP3	4233	P08581	MET	11228164	CellTalkDB;OmniPath
LRH4631	7078	P35625	TIMP3	780	Q08345	DDR1	16440311	Cellinker;OmniPath
LRH5483	7078	P35625	TIMP3	6868	P78536	ADAM17	18638486;20980382;12044879;19666115	Cellinker;SingleCellSignalR;OmniPath
LRH6373	7078	P35625	TIMP3	3791	P35968	KDR	12652295	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2459	7077	P16035	TIMP2	3688	P05556	ITGB1	16326706;12887919	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2558	7077	P16035	TIMP2	960	P16070	CD44	14871815	CellTalkDB;OmniPath
LRH2605	7077	P16035	TIMP2	3675	P26006	ITGA3	16326706;12887919;16	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH1927	7076	P01033	TIMP1	2263	P21802	FGFR2	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRH6124	7076	P01033	TIMP1	967	P08962	CD63	16917503;28030805	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH0001	91937	Q96H15	TIMD4	26762	Q96D42	HAVCR1	28949386;15793576	connectomeDB2020;OmniPath
LRH5234	201633	Q495A1	TIGIT	5817	P15151	PVR	24987108;21982860;19815499;28515320	CellChatDB;CellPhoneDB;Cellinker;connectomeDB2020;OmniPath
LRH3751	7075	P35590	TIE1	145581	Q96NI6	LRFN5	32589946	Cellinker;OmniPath
LRH4019	7075	P35590	TIE1	7010	Q02763	TEK	10995770;28396439	CellChatDB;Cellinker;OmniPath
LRH3072	7070	P04216	THY1	1272	Q12860	CNTN1	7595520	Cellinker;OmniPath
LRH5299	7070	P04216	THY1	3690_3685	P05106_P06756	ITGAV_ITGB3	29212879;18346467	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH5327	7070	P04216	THY1	3689_3687	P05107_P20702	ITGAX_ITGB2	15850796;27765629	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH5328	7070	P04216	THY1	3689_3684	P05107_P11215	ITGAM_ITGB2	15850796	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH6817	7066	P40225	THPO	4352	P40238	MPL	11784712;7543416;9766811;8521814;9252374;98;23331499;10495959	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRH7552	7066	P40225	THPO	10326	O00241	SIRPB1		SingleCellSignalR;iTALK;talklr;OmniPath
LRH4486	7060	P35443	THBS4	6382	P18827	SDC1	1969657	CellChatDB;Cellinker;OmniPath
LRH7072	7060	P35443	THBS4	3690_3685	P05106_P06756	ITGAV_ITGB3		CellChatDB;OmniPath
LRH7159	7060	P35443	THBS4	948	P16671	CD36		CellChatDB;OmniPath
LRH7191	7060	P35443	THBS4	3688_3675	P05556_P26006	ITGA3_ITGB1		CellChatDB;OmniPath
LRH7255	7060	P35443	THBS4	961	Q08722	CD47		CellChatDB;OmniPath
LRH7727	7060	P35443	THBS4	6385	P31431	SDC4		CellChatDB;OmniPath
LRH4489	7059	P49746	THBS3	6382	P18827	SDC1	1969657	CellChatDB;Cellinker;OmniPath
LRH4715	7059	P49746	THBS3	948	P16671	CD36	1379600	CellChatDB;Cellinker;OmniPath
LRH7043	7059	P49746	THBS3	961	Q08722	CD47		CellChatDB;OmniPath
LRH7398	7059	P49746	THBS3	3690_3685	P05106_P06756	ITGAV_ITGB3		CellChatDB;OmniPath
LRH7803	7059	P49746	THBS3	3688_3675	P05556_P26006	ITGA3_ITGB1		CellChatDB;OmniPath
LRH7826	7059	P49746	THBS3	6385	P31431	SDC4		CellChatDB;OmniPath
LRH1428	7058	P35442	THBS2	4855	Q99466	NOTCH4	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH1618	7058	P35442	THBS2	3690	P05106	ITGB3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRH2297	7058	P35442	THBS2	948	P16671	CD36	20714802	CellChatDB;CellTalkDB;SingleCellSignalR;OmniPath
LRH2523	7058	P35442	THBS2	3688	P05556	ITGB1	15292271	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2570	7058	P35442	THBS2	3676	P13612	ITGA4	14699013	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2600	7058	P35442	THBS2	3655	P23229	ITGA6	12909644	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH4488	7058	P35442	THBS2	6382	P18827	SDC1	1969657	CellChatDB;Cellinker;OmniPath
LRH4727	7058	P35442	THBS2	3688_3675	P05556_P26006	ITGA3_ITGB1	15292271;14699013;12909644	CellChatDB;Cellinker;OmniPath
LRH4731	7058	P35442	THBS2	4036	P98164	LRP2	12871303	Cellinker;OmniPath
LRH4734	7058	P35442	THBS2	4038	O75096	LRP4	12871303	Cellinker;OmniPath
LRH5768	7058	P35442	THBS2	961	Q08722	CD47	8550562	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5993	7058	P35442	THBS2	4854	Q9UM47	NOTCH3	19147503	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH7535	7058	P35442	THBS2	6385	P31431	SDC4		CellChatDB;OmniPath
LRH7744	7058	P35442	THBS2	3690_3685	P05106_P06756	ITGAV_ITGB3		CellChatDB;OmniPath
LRH0993	7057	P07996	THBS1	4041	O75197	LRP5	7775583	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRH1195	7057	P07996	THBS1	949	Q8WTV0	SCARB1	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH2144	7057	P07996	THBS1	3674	P08514	ITGA2B	2478219	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2524	7057	P07996	THBS1	3688	P05556	ITGB1	15292271	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2569	7057	P07996	THBS1	3676	P13612	ITGA4	14699013	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2601	7057	P07996	THBS1	3655	P23229	ITGA6	12909644	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2856	7057	P07996	THBS1	3675	P26006	ITGA3	10196234	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH4143	7057	P07996	THBS1	3690_3685	P05106_P06756	ITGAV_ITGB3	2478219	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH4513	7057	P07996	THBS1	2811	P07359	GP1BA	19286885	Cellinker;OmniPath
LRH4514	7057	P07996	THBS1	2812	P13224	GP1BB	19286885	Cellinker;OmniPath
LRH4523	7057	P07996	THBS1	2815	P14770	GP9	19286885	Cellinker;OmniPath
LRH4525	7057	P07996	THBS1	2814	P40197	GP5	19286885	Cellinker;OmniPath
LRH4733	7057	P07996	THBS1	4036	P98164	LRP2	12871303	Cellinker;OmniPath
LRH4736	7057	P07996	THBS1	4038	O75096	LRP4	12871303	Cellinker;OmniPath
LRH4967	7057	P07996	THBS1	3688_3675	P05556_P26006	ITGA3_ITGB1	15292271;10196234;14699013;12909644	CellChatDB;CellPhoneDB;Cellinker;OmniPath
LRH5469	7057	P07996	THBS1	3690	P05106	ITGB3	2478219;14963009	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5938	7057	P07996	THBS1	5795	Q12913	PTPRJ	22308318	connectomeDB2020;OmniPath
LRH6006	7057	P07996	THBS1	811_4035	P27797_Q07954	CALR_LRP1	18653767	OmniPath
LRH6019	7057	P07996	THBS1	6385	P31431	SDC4	32196115;17879962	CellChatDB;CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRH6081	7057	P07996	THBS1	3688_3655	P05556_P23229	ITGA6_ITGB1	16988024	OmniPath
LRH6107	7057	P07996	THBS1	3690_3674	P05106_P08514	ITGA2B_ITGB3	16988024	CellPhoneDB;OmniPath
LRH6197	7057	P07996	THBS1	4982	O00300	TNFRSF11B	15799029	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6273	7057	P07996	THBS1	4035	Q07954	LRP1	9045712;14991768;15;7775583	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6600	7057	P07996	THBS1	6382	P18827	SDC1	1969657;11257118	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6821	7057	P07996	THBS1	948	P16671	CD36	10487979;10772961;1379600;23640500	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6849	7057	P07996	THBS1	961	Q08722	CD47	15842360;10397731;8550562;11980922;9169439	CellChatDB;CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6969	7057	P07996	THBS1	7040	P01137	TGFB1	1550960;22943793;21900405;8349738	CellChatDB;OmniPath
LRH7263	7054	P07101	TH	1816	P21918	DRD5		HPMR;OmniPath
LRH7310	7054	P07101	TH	1815	P21917	DRD4		HPMR;OmniPath
LRH7452	7054	P07101	TH	1812	P21728	DRD1		HPMR;OmniPath
LRH7463	7054	P07101	TH	1814	P35462	DRD3		HPMR;OmniPath
LRH7771	7054	P07101	TH	1813	P14416	DRD2		HPMR;OmniPath
LRH1344	96764	Q96RS0	TGS1	6256	P19793	RXRA	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRH3493	10618	O43493	TGOLN2	11119	O00481	BTN3A1	32589946	Cellinker;OmniPath
LRH1170	7052	P21980	TGM2	6915	P21731	TBXA2R	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH1313	7052	P21980	TGM2	3676	P13612	ITGA4	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH1489	7052	P21980	TGM2	3680	Q13797	ITGA9	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRH2180	7052	P21980	TGM2	6385	P31431	SDC4	23499501	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH2413	7052	P21980	TGM2	9289	Q9Y653	ADGRG1	16757564	CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5880	7052	P21980	TGM2	3688	P05556	ITGB1	25215932;10684262	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH5983	7052	P21980	TGM2	3690	P05106	ITGB3	19643138;10684262	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH4571	7048	P37173	TGFBR2	1003	P33151	CDH5	18337748	Cellinker;OmniPath
LRH4569	7046	P36897	TGFBR1	1003	P33151	CDH5	18337748	Cellinker;OmniPath
LRH4780	7046	P36897	TGFBR1	2022	P17813	ENG	12015308;16785228;30761306;20042635;24319055	Cellinker;OmniPath
LRH5436	7046	P36897	TGFBR1	7048	P37173	TGFBR2	23868260;18243111;24319055;10026191;11278251;11323414;11387212;7878020;9463378;25825445;21791611;8576253;11483955;8047140;19556242;7566156;7890683;11124802;19758997;15221015	Cellinker;OmniPath
LRH0099	7043	P10600	TGFB3	7046_7048	P36897_P37173	TGFBR1_TGFBR2	7693660	CellChatDB;CellPhoneDB;ICELLNET;OmniPath
LRH1090	7043	P10600	TGFB3	3690	P05106	ITGB3	32196115;25383667;31955848	CellTalkDB;SingleCellSignalR;OmniPath
LRH1578	7043	P10600	TGFB3	3693	P18084	ITGB5	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRH1696	7043	P10600	TGFB3	3688	P05556	ITGB1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRH2674	7043	P10600	TGFB3	3694	P18564	ITGB6	11821050;25383667;31955848	CellTalkDB;SingleCellSignalR;OmniPath
LRH3969	7043	P10600	TGFB3	7046_90	P36897_Q04771	ACVR1_TGFBR1	29376829	Cellinker;OmniPath
LRH4995	7043	P10600	TGFB3	7046_7048_90	P36897_P37173_Q04771	ACVR1_TGFBR1_TGFBR2	29376829	CellChatDB;OmniPath
LRH5090	7043	P10600	TGFB3	91_7048	P36896_P37173	ACVR1B_TGFBR2	27449815	CellChatDB;Cellinker;OmniPath
LRH5091	7043	P10600	TGFB3	7048_130399	P37173_Q8NER5	ACVR1C_TGFBR2	11850637;8106553;12729750;11382746;27449815	CellChatDB;Cellinker;OmniPath
LRH5548	7043	P10600	TGFB3	2022	P17813	ENG	9872992	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6496	7043	P10600	TGFB3	94	P37023	ACVRL1	10187770;1;11850637;10187774	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRH6497	7043	P10600	TGFB3	7046	P36897	TGFBR1	12060054;11850637;10187774;21423151;12607775;18243111	CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
