LRID	Ligand_geneid	Ligand_Uniprot	ligand_symbol	Receptor_geneid	Receptor_Uniprot	Receptor_symbol	PMID	Database
LRM3973	239405	Q8BFU0	Rspo2	407821	Q5SSZ7	Znrf3	26123262;29769720;29405118;25504990;28600110;24050775	CellTalkDB;Cellinker;connectomeDB2020;OmniPath
LRM4484	239405	Q8BFU0	Rspo2	329252	Q3UVD5	Lgr6	29769720;22;21693646;21727895	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3101	239405	Q8BFU0	Rspo2	207742	Q5NCP0	Rnf43	29769720;29405118	Cellinker;connectomeDB2020;OmniPath
LRM4479	239405	Q8BFU0	Rspo2	107515	A2ARI4	Lgr4	29769720;21693646;25504990;21693640;24050775	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4478	239405	Q8BFU0	Rspo2	14160	Q9Z1P4	Lgr5	29769720;21693646;21693640	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3100	72780	Q2TJ95	Rspo3	407821	Q5SSZ7	Znrf3	29769720;29405118;24050775;25504990	Cellinker;OmniPath
LRM4485	72780	Q2TJ95	Rspo3	329252	Q3UVD5	Lgr6	29769720;29405118;21693646;22;21727895	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3102	72780	Q2TJ95	Rspo3	207742	Q5NCP0	Rnf43	29769720;29405118	Cellinker;OmniPath
LRM4482	72780	Q2TJ95	Rspo3	107515	A2ARI4	Lgr4	29769720;29405118;21693646;25504990;24050775;21909076	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4434	72780	Q2TJ95	Rspo3	20971	O35988	Sdc4	21397842;24275095	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3543	72780	Q2TJ95	Rspo3	16974	O88572	Lrp6	16543246;17976036	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3544	72780	Q2TJ95	Rspo3	14370	Q61091	Fzd8	16543246;17976036	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4487	72780	Q2TJ95	Rspo3	14160	Q9Z1P4	Lgr5	29769720;29405118;21693640;21693646	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1897	12313	P0DP28	Calm3	11517	P70205	Adcyap1r1	15670850;20172594	CellTalkDB;SingleCellSignalR;iTALK;OmniPath
LRM3103	228770	Q8BJ73	Rspo4	407821	Q5SSZ7	Znrf3	29405118	Cellinker;OmniPath
LRM4483	228770	Q8BJ73	Rspo4	329252	Q3UVD5	Lgr6	22;21693646;21727895	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3104	228770	Q8BJ73	Rspo4	207742	Q5NCP0	Rnf43	29405118	Cellinker;OmniPath
LRM4476	228770	Q8BJ73	Rspo4	107515	A2ARI4	Lgr4	21693646;25504990;24050775;21693640	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM4477	228770	Q8BJ73	Rspo4	14160	Q9Z1P4	Lgr5	21693646;21693640	CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM6505	68585	Q99P72	Rtn4	12805_53321	P12960_O54991	Cntn1_Cntnap1	14592966	Cellinker
LRM4467	68585	Q99P72	Rtn4	237847	Q8K0S5	Rtn4rl1	32196115;22133682	CellTalkDB;SingleCellSignalR;connectomeDB2020;iTALK;talklr;OmniPath
LRM1537	12310	Q99JA0	Calc	11517	P70205	Adcyap1r1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1536	12310	P70160	Calca	11517	P70205	Adcyap1r1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM4664	68585	Q99P72	Rtn4	29820	Q9JLL3	Tnfrsf19	15694322	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0994	68585	Q99P72	Rtn4	18053	Q9Z0W1	Ngfr	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM0540	68585	Q99P72	Rtn4	14739	P52592	S1pr2	24453941	connectomeDB2020;OmniPath
LRM1320	68585	Q99P72	Rtn4	14619	Q00977	Gjb2	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM1779	12313	P0DP26	Calm1	11514	P97490	Adcy8	24071896;10075700;16258073	CellTalkDB;SingleCellSignalR;iTALK;OmniPath
LRM3600	65079	Q99PI8	Rtn4r	53321	O54991	Cntnap1	14592966	Cellinker;OmniPath
LRM4316	12223	Q05928	Btc	13649	Q01279	Egfr	953;8144591;23382875;23331499;10209155;14967450;24440602;9528863	CellChatDB;CellPhoneDB;CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM0181	20187	Q01887	Ryk	14370	Q61091	Fzd8	17035295;15454084	CellChatDB;OmniPath
LRM1826	20193	P56565	S100a1	226025	J9S314	Trpm3	22451665	CellTalkDB;OmniPath
LRM1763	20193	P56565	S100a1	21898	Q9QUK6	Tlr4	24833748	CellTalkDB;SingleCellSignalR;OmniPath
LRM1813	20193	P56565	S100a1	20191	E9Q401	Ryr2	22728873	CellTalkDB;OmniPath
LRM1941	20193	P56565	S100a1	20190	E9PZQ0	Ryr1	18650434;9298970	CellTalkDB;OmniPath
LRM1893	20193	P56565	S100a1	11596	Q62151	Ager	11007787;20192808	CellTalkDB;OmniPath
LRM1958	20194	P08207	S100a10	64177	Q91WD2	Trpv6	12660155;16189514;18187190	CellTalkDB;OmniPath
LRM3467	20194	P08207	S100a10	15551	P28334	Htr1b	19211900	Cellinker;OmniPath
LRM1908	20194	P08207	S100a10	12638	P26361	Cftr	19847291	CellTalkDB;OmniPath
LRM5763	20198	P07091	S100a4	21946	O88593	Pglyrp1		CellTalkDB;OmniPath
LRM3076	20198	P07091	S100a4	13867	Q61526	Erbb3	30083275	Cellinker;OmniPath
LRM1652	20198	P07091	S100a4	13866	P70424	Erbb2	30083275	CellTalkDB;OmniPath
LRM1651	20198	P07091	S100a4	13649	Q01279	Egfr	25402006;24658140;31980649;30083275	CellTalkDB;Cellinker;OmniPath
LRM1638	20198	P07091	S100a4	12774	P51682	Ccr5	30713770	CellTalkDB;OmniPath
LRM1964	20201	P27005	S100a8	21898	Q9QUK6	Tlr4	28137827;17767165	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0637	20201	P27005	S100a8	16414	P11835	Itgb2	9570563	CellTalkDB;OmniPath
LRM1733	20201	P27005	S100a8	12515	P37217	Cd69	26296369	CellTalkDB;OmniPath
LRM1706	20201	P27005	S100a8	12514	P31996	Cd68	27312849	CellTalkDB;OmniPath
LRM1620	20201	P27005	S100a8	12491	Q08857	Cd36	31794767	CellTalkDB;OmniPath
LRM1681	20201	P27005	S100a8	11596	Q62151	Ager	28137827;28504650	CellTalkDB;Cellinker;OmniPath
LRM1963	20202	P31725	S100a9	21898	Q9QUK6	Tlr4	28137827;17767165	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0636	20202	P31725	S100a9	16414	P11835	Itgb2	9570563	CellTalkDB;OmniPath
LRM1705	20202	P31725	S100a9	12514	P31996	Cd68	27312849	CellTalkDB;OmniPath
LRM1768	20202	P31725	S100a9	12491	Q08857	Cd36	24691441	CellTalkDB;OmniPath
LRM1714	20202	P31725	S100a9	11658	Q61490	Alcam	27151304	CellTalkDB;OmniPath
LRM1682	20202	P31725	S100a9	11596	Q62151	Ager	23667563;28137827;28504650	CellTalkDB;Cellinker;OmniPath
LRM1796	20203	P50114	S100b	11658	Q61490	Alcam	23729438	CellTalkDB;OmniPath
LRM1894	20203	P50114	S100b	11596	Q62151	Ager	17726019;17660747;20192808;10399917	CellTalkDB;OmniPath
LRM3661	13609	O08530	S1pr1	15550	Q64264	Htr1a	11854302	Cellinker;OmniPath
LRM3660	13610	Q9Z0U9	S1pr3	15550	Q64264	Htr1a	11854302	Cellinker;OmniPath
LRM1220	20208	P05366	Saa1	108073	Q68ED2	Grm7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1736	20208	P05366	Saa1	24088	Q9QUN7	Tlr2	26290589	CellTalkDB;OmniPath
LRM2073	20208	P05366	Saa1	20778	Q61009	Scarb1	15576377	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM0999	20208	P05366	Saa1	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5162	20208	P05366	Saa1	14293	P33766	Fpr1	10753626	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM4076	20208	P05366	Saa1	14289	O88536	Fpr2	22610094;26130702;9892621	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM0571	20208	P05366	Saa1	12491	Q08857	Cd36	20075072	connectomeDB2020;OmniPath
LRM1474	20208	P05366	Saa1	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1219	20209	P05367	Saa2	108073	Q68ED2	Grm7	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1735	20209	P05367	Saa2	24088	Q9QUN7	Tlr2	26290589	CellTalkDB;OmniPath
LRM2072	20209	P05367	Saa2	20778	Q61009	Scarb1	15576377	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM0998	20209	P05367	Saa2	17773	Q61184	Mtnr1a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5161	20209	P05367	Saa2	14293	P33766	Fpr1	10753626	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM4075	20209	P05367	Saa2	14289	O88536	Fpr2	22610094;26130702;9892621	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM0570	20209	P05367	Saa2	12491	Q08857	Cd36	20075072	connectomeDB2020;OmniPath
LRM1473	20209	P05367	Saa2	11551	Q01338	Adra2a	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM5333	12223	Q05928	Btc	13869	Q61527	Erbb4	10214951;22232668;23331499;11254912;10209155;11;16829981	CellChatDB;CellPhoneDB;CellTalkDB;IUPHAR/BPS;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM3040	64929	Q9EQG3	Scel	13805	Q63961	Eng	31540324	Cellinker;OmniPath
LRM4587	22287	Q06318	Scgb1a1	74775	Q9D1E5	Lmbr1l	16423471	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;iTALK;talklr;OmniPath
LRM5038	22287	Q06318	Scgb1a1	14725	A2ARV4	Lrp2	11278724	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1581	68662	Q920D7	Scgb3a1	18131	Q61982	Notch3	32103204	CellPhoneDB;CellTalkDB;OmniPath
LRM4786	68662	Q920D7	Scgb3a1	17167	Q60754	Marco	12847263	CellPhoneDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4787	117158	Q920H1	Scgb3a2	17167	Q60754	Marco	12847263	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM2656	72821	Q56A07	Scn2b	57781	Q9ES57	Cd200r1	32822567	Cellinker;OmniPath
LRM2565	72821	Q56A07	Scn2b	17136	P20917	Mag	32822567	Cellinker;OmniPath
LRM4349	20287	Q08535	Sct	319229	Q5FWI2	Sctr	7782300;7612008;8579602;9440501	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;IUPHAR/BPS;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;scConnect;talklr;OmniPath
LRM1289	20287	Q08535	Sct	239530	Q8BYC4	Gpr20	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1265	20287	Q08535	Sct	80910	Q8CIM5	Gpr84	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0924	20287	Q08535	Sct	56089	Q9WUP1	Ramp3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0938	20287	Q08535	Sct	54409	Q9WUP0	Ramp2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0644	20287	Q08535	Sct	22355	P41588	Vipr2	9437714	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4885	20287	Q08535	Sct	22354	P97751	Vipr1	12133828	CellPhoneDB;CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0855	20287	Q08535	Sct	22095	P47750	Tshr	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM0958	20287	Q08535	Sct	19228	P41593	Pth1r	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1420	20287	Q08535	Sct	11556	P25962	Adrb3	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1446	20287	Q08535	Sct	11555	P18762	Adrb2	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM1520	20287	Q08535	Sct	11517	P70205	Adcyap1r1	32196115	CellTalkDB;SingleCellSignalR;OmniPath
LRM3181	56788	Q9JJS0	Scube2	16542	P35918	Kdr	27834687	Cellinker;OmniPath
LRM1778	12313	P0DP27	Calm2	11514	P97490	Adcy8	24071896;10075700;16258073	CellTalkDB;SingleCellSignalR;iTALK;OmniPath
LRM2640	237979	Q6V4S5	Sdk2	269799	Q80UI7	Clec4a1	32822567	Cellinker;OmniPath
LRM2641	237979	Q6V4S5	Sdk2	26888	Q9QZ15	Clec4a	32822567	Cellinker;OmniPath
LRM3567	20339	Q00690	Sele	13003	Q62059	Vcan	16045811	Cellinker;OmniPath
LRM6342	20356	Q62177	Sema3b	18187_243743	O35375_Q80UG2	Nrp2_Plxna4	27533782;19887479;26633812	Cellinker
LRM6341	20356	Q62177	Sema3b	18187_18846	O35375_P70208	Nrp2_Plxna3	27533782	Cellinker
LRM6344	20356	Q62177	Sema3b	18187_18845	O35375_P70207	Nrp2_Plxna2	27533782	Cellinker
LRM6343	20356	Q62177	Sema3b	18187_18844	O35375_P70206	Nrp2_Plxna1	27533782	Cellinker
LRM6227	20356	Q62177	Sema3b	18186_243743	P97333_Q80UG2	Nrp1_Plxna4	27533782;19887479;26633812	HPMR;Cellinker
LRM2700	20343	P18337	Sell	210801	Q8K1S2	Unc5d	32589946	Cellinker;OmniPath
LRM4655	20346	O08665	Sema3a	243743	Q80UG2	Plxna4	15721238;25335892;15814794	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM0979	20346	O08665	Sema3a	18846	P70208	Plxna3	32196115	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM2280	20346	O08665	Sema3a	18845	P70207	Plxna2	10934324;10679438	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5247	20346	O08665	Sema3a	18844	P70206	Plxna1	15121181;25335892;10520994	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1881	20346	O08665	Sema3a	18187	O35375	Nrp2	21059704;26633812	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5248	20346	O08665	Sema3a	18186	P97333	Nrp1	15721238;15814794;10498602;10196546;29067024;25335892;9331348;15121181;10520994	CellPhoneDB;CellTalkDB;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6356	20750	P10923	Spp1	241226_16412	A2ARA8_P09055	Itga8_Itgb1	21907263	Cellinker
LRM6231	20750	P10923	Spp1	16410_16420	P43406_Q9Z0T9	Itgav_Itgb6	28250242;21907263;10835423	HPMR;Cellinker
LRM5336	20356	Q62177	Sema3b	18187	O35375	Nrp2	10196546;25335892	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5338	20356	Q62177	Sema3b	18186	P97333	Nrp1	10196546;25335892;10196540	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6357	20750	P10923	Spp1	16410_16419	P43406_O70309	Itgav_Itgb5	21907263	Cellinker
LRM6288	20750	P10923	Spp1	16410_16416	P43406_O54890	Itgav_Itgb3	17868879;21907263	CellphoneDB;Cellinker
LRM6355	20750	P10923	Spp1	16402_16412	P11688_P09055	Itga5_Itgb1	21907263;7592829;10593924;19417209	Cellinker
LRM6289	20750	P10923	Spp1	16401_16412	Q00651_P09055	Itga4_Itgb1	21907263;19417209	CellphoneDB;Cellinker
LRM6287	20750	P10923	Spp1	104099_16412	B8JK39_P09055	Itga9_Itgb1	21907263;10593924;19417209	CellphoneDB;Cellinker
LRM4395	20348	Q62181	Sema3c	67784	Q3UH93	Plxnd1	27533782;15239958;27439112	CellChatDB;CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM5337	20348	Q62181	Sema3c	18187	O35375	Nrp2	16816121;93;10196546;29067024;9331348	CellPhoneDB;CellTalkDB;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4154	20348	Q62181	Sema3c	18186	P97333	Nrp1	9331348	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6358	20890	Q64527	Wnt8a	93897_16974	Q8BKG4_O88572	Fzd10_Lrp6	23209147	Cellinker
LRM1626	108151	Q8BH34	Sema3d	67784	Q3UH93	Plxnd1	31163177	CellTalkDB;OmniPath
LRM4394	108151	Q8BH34	Sema3d	18186	P97333	Nrp1	15456815;27439112	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4675	20349	P70275	Sema3e	67784	Q3UH93	Plxnd1	17318185;26633812;19887479;22325954;15550623	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM3397	20349	P70275	Sema3e	18187	O35375	Nrp2	20664165	Cellinker;OmniPath
LRM4392	20349	P70275	Sema3e	18186	P97333	Nrp1	20664165;27439112	CellTalkDB;Cellinker;SingleCellSignalR;iTALK;talklr;OmniPath
LRM6359	20890	Q64527	Wnt8a	57265_16974	Q9JIP6_O88572	Fzd2_Lrp6	23209147	Cellinker
LRM6360	20890	Q64527	Wnt8a	14371_16974	Q9R216_O88572	Fzd9_Lrp6	23209147	Cellinker
LRM6367	20890	Q64527	Wnt8a	14370_16974	Q61091_O88572	Fzd8_Lrp6	23209147	Cellinker
LRM6366	20890	Q64527	Wnt8a	14369_16974	Q61090_O88572	Fzd7_Lrp6	23209147	Cellinker
LRM4654	20350	O88632	Sema3f	18846	P70208	Plxna3	15721238	CellTalkDB;HPMR;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM1741	20350	O88632	Sema3f	18844	P70206	Plxna1	26156437	CellTalkDB;SingleCellSignalR;iTALK;talklr;OmniPath
LRM4656	20350	O88632	Sema3f	18187	O35375	Nrp2	15721238;16816121;25068647;9883722;29067024;99;20387901	CellPhoneDB;CellTalkDB;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM4080	20350	O88632	Sema3f	18186	P97333	Nrp1	9883722;26633812;20387901	CellTalkDB;Cellinker;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6365	20890	Q64527	Wnt8a	14368_16974	Q61089_O88572	Fzd6_Lrp6	23209147	Cellinker
LRM6361	20890	Q64527	Wnt8a	14367_16974	Q9EQD0_O88572	Fzd5_Lrp6	23209147	Cellinker
LRM6364	20890	Q64527	Wnt8a	14366_16974	Q61088_O88572	Fzd4_Lrp6	23209147	Cellinker
LRM6362	20890	Q64527	Wnt8a	14365_16974	Q61086_O88572	Fzd3_Lrp6	23209147	Cellinker
LRM2624	218877	Q4LFA9	Sema3g	243816	P0C191	Gp6	32822567	Cellinker;OmniPath
LRM4393	218877	Q4LFA9	Sema3g	18187	O35375	Nrp2	19887479;27439112	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6363	20890	Q64527	Wnt8a	14362_16974	O70421_O88572	Fzd1_Lrp6	23209147	Cellinker
LRM6528	211323	A0A140LHZ9	Nrg1	16410_16416	P43406_O54890	Itgav_Itgb3	20682778	Cellinker
LRM6122	211323	A0A140LHZ9	Nrg1	13866_13869	P70424_Q61527	Erbb2_Erbb4	8062828;7514177;9565587;10537356;1350381;7721889	IUPHAR/BPS;HPMR;DLRP;Cellinker
LRM6123	211323	A0A140LHZ9	Nrg1	13866_13867	P70424_Q61526	Erbb2_Erbb3	7514177;9565587;7592681;11555649;8702572	IUPHAR/BPS;HPMR;DLRP;Cellinker
LRM3802	20351	Q62178	Sema4a	235611	Q8CJH3	Plxnb1	26633812;29981480;20043131;27533782;24043639	CellChatDB;CellTalkDB;Cellinker;ICELLNET;SingleCellSignalR;connectomeDB2020;OmniPath
LRM3799	20351	Q62178	Sema4a	140571	Q9QY40	Plxnb3	27533782;11245885;32196115;26633812	CellChatDB;CellTalkDB;Cellinker;ICELLNET;SingleCellSignalR;OmniPath
LRM3800	20351	Q62178	Sema4a	140570	B2RXS4	Plxnb2	27533782;29981480;22442441;26633812	CellChatDB;CellTalkDB;Cellinker;ICELLNET;SingleCellSignalR;connectomeDB2020;OmniPath
LRM1786	20351	Q62178	Sema4a	18186	P97333	Nrp1	23913274	CellTalkDB;ICELLNET;OmniPath
LRM2789	20352	Q62179	Sema4b	140570	B2RXS4	Plxnb2	32589946	Cellinker;OmniPath
LRM3215	20353	Q64151	Sema4c	235611	Q8CJH3	Plxnb1	26633812	Cellinker;OmniPath
LRM6251	214968	Q76KF0	Sema6d	18844_83433	P70206_Q99NH8	Plxna1_Trem2	22325954;27533782;26633812;14977921	HPMR;Cellinker
LRM6182	214968	Q76KF0	Sema6d	18844_16542	P70206_P35918	Plxna1_Kdr	22325954;14977921	HPMR;CellphoneDB;Cellinker
LRM6529	216795	Q8R5M2	Wnt9a	93897_16974	Q8BKG4_O88572	Fzd10_Lrp6	23209147	Cellinker
LRM3808	20354	O09126	Sema4d	140571	Q9QY40	Plxnb3	27533782;26633812	CellChatDB;Cellinker;OmniPath
LRM4688	20354	O09126	Sema4d	140570	B2RXS4	Plxnb2	26633812;22325954;15330859;11245885;27533782	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;HPMR;ICELLNET;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
LRM6530	216795	Q8R5M2	Wnt9a	57265_16974	Q9JIP6_O88572	Fzd2_Lrp6	23209147	Cellinker
LRM6531	216795	Q8R5M2	Wnt9a	14371_16974	Q9R216_O88572	Fzd9_Lrp6	23209147	Cellinker
LRM2688	20355	Q9Z123	Sema4f	74048	Q9D659	Vsir	32589946	Cellinker;OmniPath
LRM6538	216795	Q8R5M2	Wnt9a	14370_16974	Q61091_O88572	Fzd8_Lrp6	23209147	Cellinker
LRM3274	26456	Q9WUH7	Sema4g	20356	Q62217	Sema5a	24043639	Cellinker;OmniPath
LRM6537	216795	Q8R5M2	Wnt9a	14369_16974	Q61090_O88572	Fzd7_Lrp6	23209147	Cellinker
LRM6536	216795	Q8R5M2	Wnt9a	14368_16974	Q61089_O88572	Fzd6_Lrp6	23209147	Cellinker
LRM6532	216795	Q8R5M2	Wnt9a	14367_16974	Q9EQD0_O88572	Fzd5_Lrp6	23209147	Cellinker
LRM3805	20356	Q62217	Sema5a	18846	P70208	Plxna3	27533782	CellChatDB;Cellinker;OmniPath
LRM3217	20356	Q62217	Sema5a	18845	P70207	Plxna2	26633812	Cellinker;OmniPath
LRM3810	20356	Q62217	Sema5a	18844	P70206	Plxna1	27533782;26633812	CellChatDB;Cellinker;OmniPath
LRM3804	20357	Q60519	Sema5b	18846	P70208	Plxna3	27533782	CellChatDB;Cellinker;OmniPath
LRM3806	20357	Q60519	Sema5b	18844	P70206	Plxna1	27533782	CellChatDB;Cellinker;OmniPath
LRM6535	216795	Q8R5M2	Wnt9a	14366_16974	Q61088_O88572	Fzd4_Lrp6	23209147	Cellinker
LRM6533	216795	Q8R5M2	Wnt9a	14365_16974	Q61086_O88572	Fzd3_Lrp6	23209147	Cellinker
LRM3809	20359	O54951	Sema6b	243743	Q80UG2	Plxna4	27533782;26633812	CellChatDB;Cellinker;OmniPath
LRM3807	20359	O54951	Sema6b	18845	P70207	Plxna2	27533782;25209245;26633812	CellChatDB;Cellinker;connectomeDB2020;OmniPath
LRM3218	20360	Q9WTM3	Sema6c	18844	P70206	Plxna1	26633812	Cellinker;OmniPath
LRM6534	216795	Q8R5M2	Wnt9a	14362_16974	O70421_O88572	Fzd1_Lrp6	23209147	Cellinker
LRM6168	21803	P04202	Tgfb1	269275_21813	Q8K348_Q62312	Acvr1c_Tgfbr2	7935686;27449815;10716993;12809600	HPMR;DLRP;Cellinker
LRM3216	214968	Q76KF0	Sema6d	243743	Q80UG2	Plxna4	26633812	Cellinker;OmniPath
LRM6368	21803	P04202	Tgfb1	11479_21813	Q61271_Q62312	Acvr1b_Tgfbr2	27449815	Cellinker
LRM3214	214968	Q76KF0	Sema6d	54712	Q9QZC2	Plxnc1	26633812	Cellinker;OmniPath
LRM6169	21803	P04202	Tgfb1	11477_21812	P37172_Q64729	Acvr1_Tgfbr1	8235612;29376829;12809600	HPMR;DLRP;Cellinker
LRM6286	20361	Q9QUR8	Sema7a	16412_109700	P09055_Q3V3R4	Itgb1_Itga1	22325954;30568033;12879062	CellphoneDB;Cellinker
LRM2699	20361	Q9QUR8	Sema7a	210801	Q8K1S2	Unc5d	32589946	Cellinker;OmniPath
LRM0709	20361	Q9QUR8	Sema7a	109700	Q3V3R4	Itga1	7377534	CellTalkDB;SingleCellSignalR;Ramilowski2015;connectomeDB2020;iTALK;talklr;OmniPath
